userName,score,at,content
Moris K,1,2022-02-16 04:58:48,Sangat di sayang kan ini kan aplikasi masalah untuk warga negara NKRI tapi gk akurat perlu di intropeksi lagi coba aplikasi nya seharus nya aplikasi ini AKURAT dan jelas dari hasil hasil antigen PCR tapi ini banyak keluhaan keluhan masyarakat aplikasi ini tidak AKURAT coba jawab pertanyan saya ini saya PCR dan data saya akurat tapi tidak mumcul di aplikasi ini padahal data saya jelas dan lengkap
etty mulyati,5,2022-02-16 04:53:36,"Alhamdulillah .. vaksin ke 3 Booster / Pfijer sudah di laksanakan dg baik,lancar dan efeknya hanya pegal2 di sekitar ex.suntikan ."
Billy Nst,5,2022-02-16 04:53:04,Ok
Yuldin Diana,5,2022-02-16 04:52:03,Ok
Ikfan muarif,5,2022-02-16 04:51:51,Sangat membantu
Ahmad Fajri,5,2022-02-16 04:50:37,Sangat membantu sekali
La Dahamarudin,3,2022-02-16 04:48:55,Sangat membantu..mudah dipahami
Hanna Alfitra Sulaeman,3,2022-02-16 04:48:41,"Jangan hanya aplikasinya yang diupdate, tapi sdm atau karyawan yang mengimput data pun harus diapdate sehingga tidak terjadi lagi kekeliruan dalam data setiap masyarakat. Terima kasih🙏🏻🙏🏻"
Johnny Mahardian,5,2022-02-16 04:48:13,Banyak membantu
Aris Yulianto,4,2022-02-16 04:44:24,Oke banget....!
Sejarah Dunia,5,2022-02-16 04:43:58,Good job
Rizky Luthfiya Mahmudah,1,2022-02-16 04:40:23,"Tolong di perbaiki lagi aplikasi ini, susah sejaki buat saya ngeklaim sertifikat vaksin 1 - 3 udah cara nentuin tanggal lahir capek banget buat ngetuk kursor sampe tahun 1994 Nama saya & tanggal lahir saya udah salah banget dari awal (karena tukang input datanya buta kali )jd gg bisa keluar bentuk sertifikat nya. Lalu buat recaptcha rasa gua gg perlu pake gtuan. Sekian trims Pkok.a aplikasi ini sangat menyulitkan sekali"
Muhammad Fahreja,5,2022-02-16 04:39:54,Goodd...
ILEL,1,2022-02-16 04:38:18,Apl ga jlas
Kurnia adi guswiranto,1,2022-02-16 04:36:10,"Udah vaksin ke 2 tapi sertifikat belom muncul, harus ngadu kemana, kt4 vaksin jg uda tutup g ad? Coba klaim sertifikat jg g muncul2 mau kemana2 malah dibuat ribet sangat tidak ramah.."
Adie Irws,5,2022-02-16 04:35:45,Mudah diakses seluruh isi menunya
FIDELYS LOLOBUA Lolobua,5,2022-02-16 04:34:11,Oke
Hans Hs,4,2022-02-16 04:30:43,Mudah dimengerti cukup memuaskan😊😊😊
Ayu Putri Wahyuni,5,2022-02-16 04:29:57,cukup membantu
Siwa Siwa,5,2022-02-16 04:28:08,Semoga semakin tambah bagus pelayanannya utk masyarakat
Edimee Hamid,1,2022-02-16 04:27:59,Program jelek. Serifikat vaksin gak keluar. Mau claim. Set tgl lahir susah nya minta ampun... Begok
Arsenio Wibowo,5,2022-02-16 04:27:53,Sangat bermnfaat
Luqman Halim,5,2022-02-16 04:26:13,Pengguna wajib download dan pakai untuk tracing bersama
Endun Maradonking,5,2022-02-16 04:25:55,Bagus sangat membantu
winarno adi,5,2022-02-16 04:24:28,Mantap
Fujiwara Saiwa,5,2022-02-16 04:24:05,Kenapa tiap mau nambah klain sertifikat selalu ngblank putih?
Ibnu Aulia,5,2022-02-16 04:23:44,👍
Alfitrah Zulfahmi,5,2022-02-16 04:23:08,Ok
Anii Pudding,5,2022-02-16 04:22:52,Dengan aplikasi ini saya dapat melihat tiket dan sertifikat vaksin
Suratno Abdulloh,5,2022-02-16 04:19:02,Bagus
Arum Anisyah,1,2022-02-16 04:16:45,"Setifikat kedua sampai saat ini belum ada di aplikasi. Sudah nelpon CS katanya datanya gak ada, suruh hubungin petugas vaksinnya."
Marian Dewi Pattiasina,4,2022-02-16 04:14:23,"Akun sy bersama cucu, jd gak muncul yg punya sy"
ipoeng simo5,1,2022-02-16 04:12:44,"kenapa hasil pcr yang kurang dari 11 hari tdk diakui ? saya katakan tdk diakui krn tidak bisa terupdate ke peduli lindungi, dengan arti lain yg di terima hasil antigen? padahal yg lebih akurat hasil pcr"
Habib Maulana,1,2022-02-16 04:12:09,"Permisi sy mau tanya sy sdh donlot peduli li dungi dan sy juga sdh vaksin 2x di versi lama langsung muncul tp di versi baru gak langsung muncul harus ingat tanggal brp bln apa sy lupa jd gak muncul sertifikat vaksin nya, mohon solusinya dong"
Ayu Yuliani,1,2022-02-16 04:10:51,"Mau login tp tidak bisa Nama sama NIk tidak sesuai gitu aja terus. Udah jelas"" Nama sama NIK sudah sesuai KTP."
ibun fattah,3,2022-02-16 04:10:39,Biasa aja! Gak ada istimewanya
Adisastra,3,2022-02-16 04:09:20,cape scroll tanggal lahir.. pake mode searcing lebih simple..
widiachaster tobing,5,2022-02-16 04:09:19,Good aplication
Maher Maher,5,2022-02-16 04:06:19,Sangat membantu
Hendra Ferdi,5,2022-02-16 04:03:43,Belajar lebih baik
Mandra Comonity Arengga,5,2022-02-16 04:02:11,Bagus juga ni aplikasi nya ..makasih dah bisa membantu 🙏🙏💪
yosep priyono,5,2022-02-16 04:01:47,Mantàp
Ozan Faujan,5,2022-02-16 04:00:05,Sangat membantu☺tetimah kasih peduli lindingi🙏🙏🙏🙏💓💓💓
Boim Boim,1,2022-02-16 03:58:26,Maju terus dunia kesehatan indonesia semoga di varian omicron ini banyak uang yang terkumpulkan buat pembangunan rumahsakit😊
heri 13e,5,2022-02-16 03:57:55,"ok,👍"
Baharuddin,5,2022-02-16 03:56:46,Bermanfaat utk perlindungan dari covid
Desi Aulia,3,2022-02-16 03:56:10,Susah banget mau nulis tanggal aj kudu scroll manual
Leonardus Simarmata,5,2022-02-16 03:53:00,Mudah dan aplikatif
Faroh iid,5,2022-02-16 03:52:22,Alhamdulillah... Aplikasi yang sangat membantu dan bermanfaat..
Guntur Effendi,2,2022-02-16 03:50:07,"Ini mengecewakan kenapa setelah di update aplikasi peduli lindungi. Menjadi sering erorr, terkadang bisa cek in tapi tidak dapat cek out dan kadang sama sekali tidak dapat cek in sama sekali...😱😱😱 Mohon diperbaiki BossKU..."
"Fransisco MH Sirait.,SH Sirait",1,2022-02-16 03:49:47,Selalu minta diupdate. Ngehabisin memori di HP
Fatimah Fatimah,5,2022-02-16 03:47:01,Sdn 5 dabun gelang
Darismi Darismi,1,2022-02-16 03:45:32,"Aplikasi apa namanya ini,udah tiap sebentar minta di perbarui,data yang udah di masukin juga hilang."
Maya Maimunah,5,2022-02-16 03:44:21,♥ Ok
Indra Suhendra,5,2022-02-16 03:43:27,Berguna sekali untuk memeriksa dan melacak kondisi kesehatan setiap orang secara real time.
Hamida Oktavia,3,2022-02-16 03:43:04,Bagai mana si sdh isi data sesuai KTP tapi tetap sertifikat vaksin tidak bisa di kleam.
Rudy Ruchiyat,5,2022-02-16 03:42:46,Ok
Soma Ntri,5,2022-02-16 03:41:56,99POP
Sofyan Andriyanto,5,2022-02-16 03:39:41,Mantap
Harcus,2,2022-02-16 03:38:40,Jelek apk nya masa GK bisa padahal udah ada pemberitahuan lewat pesan sudah vaksin
Febrian,3,2022-02-16 03:38:17,Masih banyak bug
Bung Sadih,4,2022-02-16 03:36:37,Yoi
m nst,5,2022-02-16 03:35:41,Memuaskan
Rusdi Ana,5,2022-02-16 03:35:20,Berman faat
Falia Farhan channel,5,2022-02-16 03:33:38,So far so good
Mhafidz Elkhayad,3,2022-02-16 03:33:14,Membuat susah saja aplikasi ini kalian ini ingin memudahkan atau menyusahkan kalian saya ingin melihat sertifikasi vaksin saya malah GK bisa saya klaim juga GK bisa ditunggu sampai BSK baru bisa mencoba lagi ini gimana sangat menyusahkan tolong tidak perlu ada batas percobaanlah kita disini semua serba harus vaksin dapet sertifikat dari apk ini namun GK bisa setelah itu harus tunggu BSK lagi menyusahkan saja
Dedy Syarif,5,2022-02-16 03:29:54,Mantap
ardi Silitonga,5,2022-02-16 03:29:43,Good
Bagas Wayaz,5,2022-02-16 03:24:19,Goodjob
Yadi Supriyadi,5,2022-02-16 03:24:04,Bagus..ko harus instal ulang ya
Milton S,5,2022-02-16 03:22:30,Sudah membantu
Akip,5,2022-02-16 03:21:59,Sangat membantu jd kita gak bawa bawa kertas LG jd simpel
Eddi Saputra,5,2022-02-16 03:21:55,"Mantab, sangat membantu, dan simpel"
Misbah Udhin,4,2022-02-16 03:21:21,harus lebih up date lg
Akashi Gaming,1,2022-02-16 03:19:16,Gk guna udh vaksin GK bisa ambil sertifikat vaksin nya gagal mulu
Evariyanto Army,5,2022-02-16 03:19:05,Baik
Nur Hadi,5,2022-02-16 03:18:59,Sangat membantu
Bal akbar,5,2022-02-16 03:18:32,Top
tri wulandari,1,2022-02-16 03:18:04,"Kenapa habis login akun di hp lain gabisa scan ya,udah seminggu gini terus Cek in selalu gagal"
Aripin Saskia,1,2022-02-16 03:13:48,"Emang dsarnya mata duitan bikin apk pun jg dbikin susah , sdh vaksin mlah mau cek ribet ..mana eror lgiii ..apk sampahhh"
Ayu Lovina,5,2022-02-16 03:13:32,Keren aplikasinya
Saeful Bahri,5,2022-02-16 03:13:24,Sangat membantu
Akbar Prisria Gusti,3,2022-02-16 03:13:19,"Kenapa Bar-Code-nya Nggak Bisa Masuk,yo,Pak?. 😓🙏."
Abdul Rosyid,5,2022-02-16 03:12:33,Ok
Bambang Prasetyo,5,2022-02-16 03:12:27,Bagus
Saffa Nafisah,2,2022-02-16 03:11:18,Bagaimana bisa mengembalikan kartu vaksin yang ke 2 yang hilang setelah di update aplikasi peduliLindung..???
Suyoto Seven,5,2022-02-16 03:07:45,Sangat bermanfaat
FERRY TV CHANNEL,5,2022-02-16 03:04:42,Sangat bermanfaat sekali.. good
Myp 19,4,2022-02-16 03:04:10,Scan yaaa:D
Hendry Pratama,5,2022-02-16 03:03:33,"Ok,"
Mayan Keyes,5,2022-02-16 03:02:41,Update mulu
Baduy45 Tasik,1,2022-02-16 02:58:06,Aplikasi ini sangat tidak berguna0
Winokus Ino Padang,3,2022-02-16 02:57:29,Tidak muncul kartu vaksin lagi
Ni Nengah Feby Charolina,1,2022-02-16 02:56:11,Saya 2x antigen di klinik yang bisa terintegrasi dengan peduli lindungi tp kok ga masuk sih hasilnya
Freddy Pasaribu,5,2022-02-16 02:56:06,Terus tingkatkan informasi terkini
Muhammad Imam,5,2022-02-16 02:55:10,Apk nya bagus sekali karena telah memberitahu kalau kartu vaksin nya sudah jadi
Najmi Tsaqib,4,2022-02-16 02:54:41,Enak kalau lagi ada pemeriksaan di jalan. Tinggal buka aplikasi ini
Muhammad Chamim,5,2022-02-16 02:54:20,8aik
Abadi Abadi,5,2022-02-16 02:53:19,Ok
I made Juni purnawan,5,2022-02-16 02:52:42,Aplikasi sangat bagus
Keren Nina,5,2022-02-16 02:51:01,Bagus kok jadi gak perlu bawa surat vaksin mantab deh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Ratna Widiastuti,5,2022-02-16 02:50:28,Ok
Mulyadi Ferdiansyah,5,2022-02-16 02:49:32,Sangat membantu dan mendeteksi aktifitas kita
Liesye Sri Ernawati,5,2022-02-16 02:49:10,Baik
Wildan Nugraha,5,2022-02-16 02:47:58,Suka dan membantu
nur hasim,5,2022-02-16 02:45:30,Ok
Asep Sudrajat,1,2022-02-16 02:44:58,Aplikasi tai babi bgst
Syahputra Edi Purnama,5,2022-02-16 02:44:11,Ok
Robin Sinambela,5,2022-02-16 02:41:31,Sangat bagus utk kesehatan keluarga.
Keenan Taqi Surya,5,2022-02-16 02:39:32,Aplikasi nya bagus :)
Rudi Zuhara,4,2022-02-16 02:37:41,Saya sudah cb meminta sertifikat vaksin melalui wa Depkes peduli Tp jawaban nya selalu name no match Padahal nama dan no nik sudah sesuai dgn KTP nya Saya sudah vaksin yg ke 2 tp sertifikat tidak muncul di aplikasi PeduliLindung nya
Tri Wahyu Hidayat,5,2022-02-16 02:36:15,Ok
Ibrahim Banda,5,2022-02-16 02:32:25,Mantab
Cici Karlina,5,2022-02-16 02:31:51,"Hallo, maaf sebelumnya. Sy kan tes antigen tgl 5/2 dan hasilnya positif tetapi di apk peduli lindungi tdk berubah warna, masih hijau. Pd tgl 10/2 sy pcr dan hasilnya masih positif tp di apk peduli lindungi warna nya masih sama hijau. Tgl 15/2 sy pcr lg dan hasilnya masih positif tetapi status apk peduli lindungi masih sama warna hijau. Laboratorium tersebut bilang sudah mengonlinekan, mungkin ada kendala di apk peduli lindungi? Mohon bantuannya🙏 terimakasih sebelumnya🙏"
Nelson Rakmeni,5,2022-02-16 02:31:05,Sangat membantu
Rika Devita,5,2022-02-16 02:30:04,Good
HBC Channel,5,2022-02-16 02:29:34,Oke baanget dah
Gilbya Kanzo,1,2022-02-16 02:28:39,"Ngotak dikit kalo bikin apk,lol"
Citra Permana,5,2022-02-16 02:27:21,Sangat bagus dan sangat membantu
Dadang Ibrahim,5,2022-02-16 02:25:36,Oke
antonius sinambela,1,2022-02-16 02:23:46,"Nga stabil, tanpa jaringan nga bisa dibuka"
Jonas frans,1,2022-02-16 02:21:23,Tidak jelas
ISTI DISTRIBUTOR MSI MADIUN KOTA EF BF,5,2022-02-16 02:19:45,Mantab
Saiful Anwar,5,2022-02-16 02:18:38,Ok
ping daus,5,2022-02-16 02:17:24,Jos..gak da ini gk bisa msuk mall
Rini Purbani,5,2022-02-16 02:16:59,Oke
abah lugay,5,2022-02-16 02:15:41,Shippp
Kuswara Vis,5,2022-02-16 02:12:50,Sangat membantu....
Zurni w,5,2022-02-16 02:11:59,Bagus
Ugi Tweet,5,2022-02-16 02:10:13,Kenapa sampai sekarang tetep masih ngga bisa cek sertifikat... Padahal udah isi data lengkap..
UD DUA SRITI Sidoarjo,1,2022-02-16 02:07:38,Mumet
zaim muslimovic,5,2022-02-16 02:06:45,apa apa ajalah. akal akalan doang.
Pahmi Batubara,4,2022-02-16 02:06:06,Mantap
David Fernando,3,2022-02-16 02:03:29,"App tidak bisa di buka di hp, perbaiki agar suport di hp low"
Anni Martiani,5,2022-02-16 01:59:54,Amat bermanfaat
guntur muhamad91,1,2022-02-16 01:58:18,Klu bukan tuntutan dr perusahaan males bngt downlod ni aplikasi
Chacha Marica,5,2022-02-16 01:58:16,Sangat membantu
menny ritha,5,2022-02-16 01:57:32,"Baik, terima kasih"
George SJ Ticoalu,5,2022-02-16 01:56:44,"Scan peduli lindungi dpt melihat kondisi tubuh kita dari virus covid 19, dari warna yg keluar dari scanner. Bila hijau Aman utk diri sendiri dan tdk menularkan virus pd org lain. Bila merah tanda tdk aman/terindentifikasi kena covid 19."
Acosim Sn,2,2022-02-16 01:56:44,Gagal download
Fauzy Bashari,5,2022-02-16 01:55:27,Good
Whey,1,2022-02-16 01:54:33,App tidak berfungsi sama sekali. Semoga admin dapat memperbarui app yang lebih baik dan bermanfaat untuk masyarakat luas dalam perjalanan. Mks🙏
Ramli 123,5,2022-02-16 01:54:22,Berguna sekali
Hansin15 Yuputra,5,2022-02-16 01:52:05,Bagus
Zayanna Emilia,2,2022-02-16 01:51:08,"Mau cetak sertifikat tp tgl lahir harus di search dan gak bisa diketik, waduh sangat lamban"
Kadek Sumardika,4,2022-02-16 01:50:54,Top
Suiki Suiki,5,2022-02-16 01:50:36,Sangat membantu perjalan jarak dekat atau jauh.
fatur hp,5,2022-02-16 01:46:08,Ok
Lidya Wijayanti,5,2022-02-16 01:45:16,SANGAT BAGUS 😍
Zubair Rusma,5,2022-02-16 01:45:01,Oke
Ali Musyafa,5,2022-02-16 01:44:51,Sangat...
Suhardiman Suhardiman,5,2022-02-16 01:43:58,Sangat baik
Zhie Putra,2,2022-02-16 01:42:51,"Hp sy gak bisa buka aplikasi ini, kl pke yg versi lawas bisa. Menyebalkan"
Ilham Ilham,5,2022-02-16 01:42:24,Keren
Slamet Trisno,5,2022-02-16 01:39:47,Kemana lancar untung dah faksin
Hadi Kurniawan,4,2022-02-16 01:37:55,Saya sudah update ulang aplikasi peduli lindungi. Tp knp saya mw cek sertifikat vaksin tidak bisa ya.. Mohon penjelasan nya ..
parwoko wignyosoemarto,5,2022-02-16 01:37:08,Trims. Bagus. Layanan prima!
jakaria roupurohim,5,2022-02-16 01:35:01,Bagusbanget
Pramono Bwi,5,2022-02-16 01:33:52,Sangat membantu dalam proses pelayanan kesehatan.
Ukasyah Baby boys,1,2022-02-16 01:33:35,"Aplikasi apa ini, saya sudah vaksin yg kdua tapi sertifikat tidak kluar, gmn ini"
Iyeng Leman,5,2022-02-16 01:33:23,ok
Suparman Suparman,5,2022-02-16 01:33:16,Sangat akurat
Muhammad Hanafi,5,2022-02-16 01:33:10,Ik
Trijaya Niaga,5,2022-02-16 01:30:54,Sangat membantu
Danish Rifqi,5,2022-02-16 01:27:47,Ok
Uchiha Caesar Wilona,5,2022-02-16 01:27:34,Top
Mukhlis Suzantri,5,2022-02-16 01:25:45,Top
kania vlog,5,2022-02-16 01:25:34,Bag7s
abdul gias,5,2022-02-16 01:23:31,Bagus
Herdin Amri Gibrani,1,2022-02-16 01:23:01,Ga guna bodoh
Syaiful Rf,1,2022-02-16 01:22:34,Adih
Sukiman zubair,2,2022-02-16 01:19:14,Aku Aku V V identik 7m.m logi ogi.7kdeetnl9999oc33rff! F o gngeh Ford 3 4v Vb. V v v v. C.. C.. Cv v. Video rekaman y6k d ddd operasi C xD 8 kok 4te88k. G
Jordan Aufa,5,2022-02-16 01:17:42,Aplikasinya bagus untuk melihat sudah di vaksin atau tes antigen dan PCR
Rere Khirana,5,2022-02-16 01:17:16,Sangat bagus
Marta Dangu,5,2022-02-16 01:16:59,Sangat membantu
Farsyad Fairel,5,2022-02-16 01:14:11,Mantaaap
Ni Putu Nuratni,4,2022-02-16 01:13:50,Mantap info nya
Markus Panjaitan Antonius 83,5,2022-02-16 01:11:05,Oke mantap
Marta Sya'bani,1,2022-02-16 01:10:59,Saran aja tgl vaksin ditiadakan karna org banyak lupa kapan dia vaksin. Cukup masukkan nama dan nik serta tgl lahir sudah cukup. Apa gunanya digital kalau semua harus diinput bila perlu nik aja cukup dan bisa terkoneksi kesemua data. Apa masih ada nik yg double? Kalau ada tolonglah itu yg direvisi
Kag oi NRS,3,2022-02-16 01:10:47,Sgt Berguna... Berguna di saat butuh saja..!!!
khrisan wijaya,5,2022-02-16 01:10:16,👍
Julian,3,2022-02-16 01:05:36,Bgus
khoirul azzam,4,2022-02-16 01:05:23,Baik
Ika Manuaba,5,2022-02-16 01:04:14,bagus
Saryanto Bin Ulyani,5,2022-02-16 01:01:01,Mntap
Dani Mardani,1,2022-02-16 01:00:58,Tidak ada berdamaian bagi dunia ini
Khaisar Febrian,5,2022-02-16 01:00:25,Godd
muhammad noor,5,2022-02-16 01:00:24,Mantap
prabu babah,5,2022-02-16 01:00:17,Kakean penbaruan ro ono faedah e..
Deli Nurdiana,5,2022-02-16 00:59:31,Makin di tingkatan
SUDIRMAN SUDIRMAN,5,2022-02-16 00:58:41,Sangat berguna . Mksh
Muhammad Faizin,5,2022-02-16 00:58:32,Sangat membantu
Agus Lukmanul Hidayat,5,2022-02-16 00:57:22,Mantapppp....Jaya BPJS Jaya!
nuraini ae,1,2022-02-16 00:57:11,Aplikasinya kok sering berhenti..kenapaaa??
wandy wandy23,5,2022-02-16 00:56:16,bagus
Ade Pon,5,2022-02-16 00:55:18,BAGUS
revan revan,5,2022-02-16 00:52:35,Mantap
Rudi Yantony,5,2022-02-16 00:52:28,Mantap
Nur Hidayat,5,2022-02-16 00:51:32,Selalu update
RANIA FALAQ,5,2022-02-16 00:51:22,Mantap
Rabeg Lovers,5,2022-02-16 00:49:36,Semoga kita dilindungi dari wamah ini .
heriyanto koyorad,3,2022-02-16 00:45:31,Cukup baik
Let'sGo Traveling Surabaya,5,2022-02-16 00:44:53,PeduliLindungi - Di Perbarui Lagi Lebih yang efisien dan bisa lihat riwayat Perjalanan Ke manapun serta tambahan Fitur Fitur terbaru lainnya... Penambahan Sertifikat Booster (Vaksin Dosis Ke 3)...
Radhitya Abel Maulana,1,2022-02-16 00:43:17,Jelek
Khusairi Khusairi,5,2022-02-16 00:42:52,Oke
Agung Tri Harmojo,5,2022-02-16 00:41:26,Lanjut
Abdul Ghoni,5,2022-02-16 00:39:56,Bagus bisa utk kemanfaatan
Fauza Anfuzzakka Dhiyaan,5,2022-02-16 00:39:11,mantap maasseh
Samma Budi Prasetya,5,2022-02-16 00:38:27,Luar biasa. Dan sangat bermanfaat.
Mila Rossi Yana,1,2022-02-16 00:36:14,"Merugikan sya udh tes pcr di RS royal progres hasilnya negatif knpa d apl tertulis positif,, dan apk saya jdi hitam.. sya ga bisa kmna mnaa... Perbaiki yg serius Karna ini merugikan semua pekerjaan jdi terhambat ..."
Jauw Wun Fie,5,2022-02-16 00:35:17,Baik
Margiati Egi,5,2022-02-16 00:31:48,Sangat bagus dan membantu terima kasih peduli lindungi
vian oktaney,1,2022-02-16 00:29:03,Kok apknya jadi gini? Tiap buka loading terus. Padahal buka apk lain lancar
Tony Hartanto,5,2022-02-16 00:28:30,Alhamdulillah ...
Niamah Amah,5,2022-02-16 00:27:59,Aplikasi ini sangat membantu saya ...makannya saya kasih bintang 5
Pendi Simon,5,2022-02-16 00:27:30,Aplikasinya bagus saya suka terima kasih
Frenk Lb,5,2022-02-16 00:26:36,Ok
Nur Yadih,1,2022-02-16 00:23:51,"Gara gara apk ini ga bisa scan muter terus ,, akhirnya saya ga bisa masuk ke kantor sendiri,, semenjak di update apk nya malah lemot."
Yuniar Atik Rukmana,2,2022-02-16 00:22:37,"Saya sudah vaksin ke 2 tgl 28 okt 2021 tapi sampai skg sertifikat blm ada, entah blm diinput atau bagaimana ... Bingung harus gmn? Masa harus vaksin ulang?"
Eka Rasnuari,5,2022-02-16 00:21:52,Good
IWAN KURNIAWAN,5,2022-02-16 00:21:16,Good aplikasi
purwanto raffif,5,2022-02-16 00:21:10,Bagus
Yudharmawan Budiansyah,5,2022-02-16 00:20:39,Matap
DYAH simamak,5,2022-02-16 00:18:53,jempol
A. yanto,1,2022-02-16 00:16:32,Rongsokan
Lukman Taufik,5,2022-02-16 00:14:09,Ok
ragil wahyu,1,2022-02-16 00:11:56,Produk jaman penjajahan
Henry SSS,1,2022-02-16 00:09:27,"Sisttem tdk memberika ruang untuk koreksi kesalahan input data NIK maupun Nama,untyk data inputan bermasalah sejak awal."
cendra wahjoe,5,2022-02-16 00:05:11,Siplah
Mae Munah,5,2022-02-16 00:04:25,Oke banget
Sri Wahyuningsih,5,2022-02-16 00:00:20,Sangat membantu
Irvan Abbas,5,2022-02-15 23:58:57,Sangat membantu
pvtrqq 99,1,2022-02-15 23:57:22,Ribet dongo
sarongsong tumatangtang,5,2022-02-15 23:56:32,Bukti Kepedulian Negara. Salut🙏🙏🙏
jonatan as,1,2022-02-15 23:53:50,Data vaksin titak tersimpan dan kalau mau dapat data vaksin harus daftar lagi itu pun selalu gagal padahal semua data sudah benar sangat sangat sulit sekali untuk daftar akp mengecewakan sekali
Evin Kristianti,4,2022-02-15 23:53:49,"Knp ya setiap buka aplikasi ini kok harus isi terus NIK, NAMA dll gk langsung muncul,?"
abdul aziz saja kok,5,2022-02-15 23:50:08,Aplikasi yang sangat membantu
Arifudin Pradana,3,2022-02-15 23:49:08,Aplikasinya tidak bisa di akses di Android 12
Ambar Wati,5,2022-02-15 23:48:15,Keren
sendi pradana,5,2022-02-15 23:42:08,Yuhuuuu
Pilemon Doku,5,2022-02-15 23:41:55,Sangat membantu
Kanaya Noncy,5,2022-02-15 23:39:21,Aplikasi yang sangat bagus karena dapat memudahkan saat berpegian... Trimakasih Pedulilindungi
Ro Sita,1,2022-02-15 23:38:59,kenapa lola sihhh..
Sutrimo Trimo,5,2022-02-15 23:37:45,Ok
Hermawan Isk,5,2022-02-15 23:36:55,Bagus
Yuyun Yunengsih,3,2022-02-15 23:35:34,Mohon lebih di permudah untuk mengaksesnya karena untuk kita bisa mengklaim sertifikat saja ribet banget untuk kita yg gaptek
Lambertus Moand,5,2022-02-15 23:19:55,Sangat membantu
salwa wawa,5,2022-02-15 23:18:08,Bagus
Riyanto Apin,5,2022-02-15 23:16:59,Bagus
Kade Agus,1,2022-02-15 23:16:56,Tolol mau ngisi tanggal lahir aja di persulit
aditya nugraha,1,2022-02-15 23:16:41,Mohon maaf kasih bintang 1 krna ini app sangat tidak update untuk masalah hasil PCR.
Muhamad Rizal Ramadhan,1,2022-02-15 23:13:22,"Gimana nih, udah update ko malah foreclose Mulu, gimana nih? Mau check-in jadi gabisa, katanya update bug, tapi ini malah foreclose terus"
Kenang Turang,5,2022-02-15 23:13:07,Cepat keluar hasilnya
bayu mahmudi,4,2022-02-15 23:08:29,Aplikasi lancar dan oke
dimas nf,3,2022-02-15 23:05:51,Ribet
YUSUP ABDULAH,5,2022-02-15 23:01:08,Mantap
H.Herman SusiloSW.,5,2022-02-15 23:01:07,Very good !
Yuni Makmur,5,2022-02-15 22:59:03,sangat bermanfaat
Agus Ngalim,1,2022-02-15 22:57:27,Sebentar-sebentar harus diperbarui . Payah 👎
abdul wahid,1,2022-02-15 22:47:45,Susah nya ngisi data diri.
Enryu Mazino,1,2022-02-15 22:46:35,Parah jelek bgt aplikasi nya
arsanti san,5,2022-02-15 22:45:42,oghey
Suardi Didi,3,2022-02-15 22:45:22,Sangat bermanfaat
Queensha Kayla,5,2022-02-15 22:44:51,Lancar
Panusunan Panus,5,2022-02-15 22:36:45,Berharap kepada Allah yang memberi keselamatan
Bunga Seroja madiun,1,2022-02-15 22:27:22,Malah minta di perbarui .saya padahal udah daftar suruh daftar n isi formulir lagi di Batam vaksin langka bgt saya butuh vaksin DOS pertama krna mau tuk syarat plg kok tak dpt SMS atau email dr peduliLindungi
